;AAPL UW Equity;AXP UN Equity;BA UN Equity;CAT UN Equity;CSCO UW Equity;CVX UN Equity;DIS UN Equity;DWDP UN Equity;GE UN Equity;GS UN Equity;HD UN Equity;IBM UN Equity;INTC UW Equity;JNJ UN Equity;JPM UN Equity;KO UN Equity;MCD UN Equity;MMM UN Equity;MRK UN Equity;MSFT UW Equity;NKE UN Equity;PFE UN Equity;PG UN Equity;TRV UN Equity;UNH UN Equity;UTX UN Equity;V UN Equity;VZ UN Equity;WMT UN Equity;XOM UN Equity;INDU Index
12/06/2013;61.7414;74.72;100.88;83.21;23.99;119.97;62.99;33.79;23.5;161.86;76.4;201.2;24.46;83.74;53.18;40.39;98.24;109.03;47.25;35;30.705;28.43;77.6;81.45;63.83;92.68;44.7875;49.9;74.84;89.74;14995.23
13/06/2013;62.2857;75.21;102.16;85.14;24.34;121.66;64.3;34.65;23.68;165.82;76.53;203.77;24.95;84.91;54.17;40.41;98.88;111.2;47.9;34.72;30.88;29.08;78.43;82.8;64.15;94.29;45.5625;50.64;75;91.33;15176.08
14/06/2013;61.4357;72.97;101.83;83.87;24.09;120.28;63.8;34.01;23.52;162.92;76.59;202.2;24.92;84.91;53.13;40.34;98.42;111.03;47.95;34.4;30.945;29.09;78.03;82.15;63.8;94.02;45.2325;51.07;74.87;90.58;15070.18
17/06/2013;61.7143;73.84;103.03;83.92;24.7;121.22;64.49;34.14;23.77;164.11;76.14;203.04;25.1;85.63;53.85;40.68;98.74;111.91;47.8;34.99;30.97;29.16;78.96;83.23;64.37;94.98;45.5875;50.71;74.95;91.51;15179.85
18/06/2013;61.6814;74.98;104.08;84.55;24.82;121.52;65.29;34.62;24.33;164.15;77.19;204.87;25.47;86.36;54.11;40.93;99.75;112.97;47.75;35.01;31.075;29.4;79.04;84.09;65.68;96.17;46.0025;51.55;75.73;91.93;15318.23
19/06/2013;60.4286;74.23;102.25;84.25;24.68;120.5;64.33;34.1;23.98;161.56;75.93;201.94;25;84.86;53.55;40.41;98.81;111.57;47.58;34.59;30.875;29.1;77.61;82.28;65.26;94.18;45.6575;50.05;74.46;91;15112.19
20/06/2013;59.52;72.92;99.64;83.2;24.43;117.95;61.98;33.19;23.25;155.41;73.87;197.35;24.19;82.62;52.48;39.13;96.79;108.78;46.31;33.5;30.39;28.61;75.25;79.78;63.8;92.35;44.615;48.96;73.03;89.04;14758.32
21/06/2013;59.0971;73.31;99.98;83.12;24.48;118.93;62.73;32.63;23.36;154.25;73.82;195.46;24.2;83.2;51.96;39.76;97.23;109.59;47;33.24;30.285;28.46;77.43;79.07;63.9;92.18;44.875;49.52;73.51;89.48;14799.4
24/06/2013;57.47;72.01;97.85;81.52;24.04;116.82;62.44;32.35;22.93;150.78;73.51;193.54;23.56;84.61;50.92;39.53;97.29;107.5;46.41;33.71;29.975;27.71;76.58;77.85;64.65;91.49;44.5675;49.12;74.2;88.48;14659.56
25/06/2013;57.5186;73.23;98.67;82.33;24.01;117.45;62.57;32.5;23.11;153.06;74.14;194.98;23.88;85.35;52.08;39.72;97.52;108.24;46.23;33.63;30.195;27.99;76.69;78.43;63.73;91.78;45.1175;50.44;74.37;89.11;14760.31
26/06/2013;56.8671;73.9;100.75;82.1;24.36;118.15;63.21;32.2;23.25;151.66;75.67;194.86;24.01;86.99;52.5;40.33;98.84;109.68;46.69;34.35;30.925;28.1;77.4;79.79;64.78;92.98;45.6625;50.66;75.01;89.8;14910.14
27/06/2013;56.2543;75.12;103.15;82.96;24.63;118.71;63.72;32.35;23.32;153.51;76.27;195.65;24.05;86.71;53.15;40.26;99.65;110.24;47.28;34.62;31.16;28.18;77.67;80.34;66.09;93.51;46.065;51;75.26;90.04;15024.49
28/06/2013;56.5829;74.76;102.44;82.49;24.31;118.34;63.15;32.17;23.19;151.25;77.47;191.11;24.22;85.86;52.79;40.11;99;109.35;46.45;34.53;31.84;28.01;76.99;79.92;65.48;92.94;45.6875;50.34;74.49;90.35;14909.6
01/07/2013;58.46;75.64;103.24;82.72;24.335;119.08;63.93;32.5;23.34;151.75;76.87;191.28;23.885;86.63;52.49;40.46;99.82;109.31;46.32;34.36;31.165;27.78;78.02;81.11;65.63;94.74;46.305;50.36;74.59;90.3;14974.96
02/07/2013;59.7871;74.62;101.47;82.48;24.32;119.15;63.26;32.44;22.9;150.92;77.31;191.5;23.72;86.57;52.8;40.37;99.93;108.73;46.55;33.96;31.31;27.7;78.44;79.82;65.27;93.8;46.31;50.63;74.71;90.64;14932.41
03/07/2013;60.1143;74.58;102.89;81.85;24.59;119.08;63.61;32.43;22.91;150.43;77.73;193.25;23.77;86.78;52.77;40.49;100.35;109.45;46.55;34.01;31.43;27.65;78.57;80.4;65.54;94.73;46.76;51.01;74.76;90.69;14988.55
04/07/2013;60.1143;74.58;102.89;81.85;24.59;119.08;63.61;32.43;22.91;150.43;77.73;193.25;23.77;86.78;52.77;40.49;100.35;109.45;46.55;34.01;31.43;27.65;78.57;80.4;65.54;94.73;46.76;51.01;74.76;90.69;14988.55
05/07/2013;59.6314;76.31;104.2;82.14;24.57;120.51;63.82;32.69;23.24;153.24;78.29;194.93;24.06;87.87;53.99;40.52;99.86;111.54;47.16;34.21;31.82;27.97;78.34;81.34;66.17;96.53;47.6975;51.3;75.21;91.57;15135.84
08/07/2013;59.2929;77.04;104.37;83.2;24.62;121.24;64.71;33.09;23.32;153.81;79.22;194.98;23.19;88.59;54.7;40.54;99.88;112.13;47.41;34.33;31.86;28.13;78.76;81.76;67.56;96.98;47.025;51.17;76.71;92.25;15224.69
09/07/2013;60.3029;77.61;104.68;85.33;25.14;123.27;64.94;34.02;23.62;156.94;79.7;191.3;23.14;88.88;54.89;40.83;99.99;113.35;47.62;34.35;31.965;28.35;79.57;82.05;67.97;98.02;46.8;50.96;77.03;93.34;15300.34
10/07/2013;60.1043;76.33;105.5;84.96;25.41;122.9;64.91;33.79;23.54;155.83;79.4;192.25;23.25;89.24;54.83;40.68;99.98;113.43;47.96;34.7;31.8;28.44;79.8;81.57;67.69;97.79;46.675;50.54;76.77;92.82;15291.66
11/07/2013;61.0343;76.94;106.88;86.7;25.86;123.77;66.58;34.2;23.94;157.71;79.86;192.8;23.98;89.67;55.14;41.03;100.79;114.53;48.31;35.68;31.86;28.77;80.77;82.7;68.36;99.69;47.49;51.21;77.63;93.27;15460.92
12/07/2013;60.93;78.33;101.87;87.17;25.94;124.06;66.98;34.12;23.76;160.11;80.54;192.07;23.9;89.99;54.97;41.03;101.58;115.14;48.54;35.73;31.835;28.81;81.55;84.18;68;99.83;47.68;50.41;77.63;93.4;15464.3
15/07/2013;61.0629;77.85;105.66;87.4;25.93;124.68;65.93;34.4;23.63;163;80.4;194;23.94;90.4;54.89;41.01;100.75;114.85;48.52;36.17;31.675;28.79;81.51;83.28;67.62;100.24;47.5625;49.96;77.03;93.25;15484.26
16/07/2013;61.47;78.27;104.23;88.17;25.71;124.12;65.03;33.97;23.43;160.24;80.22;193.85;24.24;90.4;55.01;40.23;100.88;114.34;48.23;36.25;31.35;28.68;80.97;83.23;66.91;99.99;47.345;50.28;77.37;93.3;15451.85
17/07/2013;61.4729;76.8;104.79;86.67;25.72;124.35;65.36;34.73;23.54;161.5;80.44;194.55;24.17;90.13;55.27;40.84;100.1;114.64;48.13;35.74;31.665;28.68;80.09;83.99;66.23;100.86;47.41;50.74;77.2;93.46;15470.52
18/07/2013;61.67;74.01;107.63;85.72;25.86;125.47;65.82;34.58;23.63;164.06;80.02;197.99;23.26;90.17;56.37;40.81;100.18;115.48;47.4;35.44;31.66;28.49;80.3;84.53;70.55;101.34;47.7525;49.97;77.34;94.38;15548.54
19/07/2013;60.7143;74.06;106.96;85.65;25.83;126.91;65.16;34.67;24.72;164.36;79.89;193.54;23.04;92.23;56.16;41.09;100.27;116.19;47.79;31.395;31.675;29.09;81.37;84.66;71.45;102.48;47.48;49.95;78.08;95.17;15543.74
22/07/2013;60.9014;74.72;106.86;86;25.72;127.03;64.4;34.59;24.86;166.25;80;194.09;22.77;92.28;56.56;40.84;97.58;116.28;47.72;32.01;31.645;29.35;81.22;85.43;72.18;102.11;47.805;50.27;77.87;94.83;15545.55
23/07/2013;59.8557;74.41;107.79;85.52;25.56;127.26;64.45;34.55;24.71;166.26;80.19;194.98;22.75;92.42;56.67;40.96;96.76;116.75;47.93;31.82;31.595;29.42;80.95;82.21;72.69;105.12;47.145;50.36;78.55;95.2;15567.74
24/07/2013;62.9443;75.36;106.95;83.44;25.59;126.37;64.64;34.37;24.62;165.04;80.27;196.61;22.93;92.36;56.63;40.86;96.66;116.33;47.77;31.96;31.315;29.28;80.27;82.18;72.53;104.99;46.6875;50.38;78.23;94.99;15542.24
25/07/2013;62.6429;75.77;106.7;82.14;25.5;127.76;64.55;34.99;24.69;165.91;78.99;197.22;23.06;92.57;56.5;40.84;97.49;116.55;48.17;31.39;31.245;29.19;80.41;82.85;72.62;104.79;48.6525;50.71;78.01;94.97;15555.61
26/07/2013;62.9986;75.34;105.6;82.06;25.5;127.56;64.98;34.7;24.65;165.26;78.74;197.35;23.26;92.83;56.05;40.64;98.03;116.91;48.49;31.62;31.265;29.37;80.39;83.6;72.21;104.97;48.3;51.02;78;94.79;15558.83
29/07/2013;63.97;75.06;104.81;83.02;25.33;126.17;64.61;35;24.49;163.17;78.67;196.21;23.24;93.21;55.69;40.28;97.87;116.61;48.34;31.54;31.355;29.54;80.09;83.41;72.79;105.07;47.9925;51.49;77.99;94.03;15521.97
30/07/2013;64.76;75.19;105.73;83.19;25.67;125.78;64.18;35.06;24.48;162.43;78.6;196.01;23.38;93.17;55.33;40.32;98.37;116.84;48.05;31.85;31.425;29.67;80.44;83.39;72.27;105.57;47.86;50.42;77.89;93.81;15520.59
31/07/2013;64.6429;73.77;105.1;82.91;25.55;125.89;64.65;35.04;24.37;164.03;79.03;195.04;23.3;93.5;55.73;40.08;98.08;117.43;48.17;31.83;31.46;29.23;80.3;83.55;72.85;105.57;44.2525;49.48;77.94;93.75;15499.54
01/08/2013;65.2514;75.63;106.7;84.44;25.91;126.44;65.36;35.4;24.62;167.49;78.64;195.81;23.2;93.77;56.54;40.57;99;118.41;48.58;31.69;32.985;29.11;81.64;84.36;73.16;107.18;44.7925;50.01;78.22;92.73;15628.02
02/08/2013;66.0771;75.69;107.9;84.3;26.19;124.95;66.51;36.22;24.7;167.62;80.23;195.16;23.22;94.39;56.49;40.22;99.2;118.26;48.54;31.88;33.15;29.37;81.29;84;72.26;107.77;46;50.25;78.75;91.95;15658.36
05/08/2013;67.0643;75.93;107.5;83.56;26.31;123.99;66.02;36.48;24.52;168.32;79.66;195.5;22.93;93.8;56.1;40.29;99.31;117.92;48.53;31.7;33.2;29.19;81.4;83.15;73.34;106.64;46.135;50.21;78.77;91.59;15612.13
06/08/2013;66.4643;75.81;107.04;82.53;26.21;123.14;67.05;36.06;24.31;164.78;80.05;190.99;22.8;93.81;55.49;40.37;98.69;117.5;48.44;31.58;33.27;29.34;81.74;82.36;73.24;105.2;45.7225;50.09;77.87;91.47;15518.74
07/08/2013;66.4257;75.14;106.42;82.43;26.12;123.33;65.91;36.29;24.34;163.45;78.83;188.56;22.7;93.66;55.3;40.15;98.33;117.83;48.55;32.06;32.815;29.26;81.96;81.86;72.92;106.03;45.3475;49.93;77.37;91.34;15470.67
08/08/2013;65.8586;76.19;105.84;83.96;26.26;123.07;65.75;36.91;24.33;162.84;80.04;187.93;22.45;93.34;54.83;40.2;98.04;118.68;48.47;32.89;33.025;29.13;82.17;82.03;73.18;106.26;45.195;49.62;77.25;91.78;15498.32
09/08/2013;64.9214;75.5;105.33;84.51;26.05;122.5;64.73;38.04;24.25;162.13;78.97;187.82;22.51;92.36;54.52;40.16;97.62;118.31;48.39;32.7;33.155;29.21;81.64;82.1;72.93;105.62;44.9525;49.32;76.9;90.72;15425.51
12/08/2013;66.7657;75.49;104.24;86.32;26.34;121.8;63.93;37.48;24.27;161.69;79.2;189.09;22.64;92;54.09;39.83;97.04;118.38;48.47;32.87;33.255;29.19;81.62;82.32;72.39;105.54;44.94;49.65;77.08;89.89;15419.68
13/08/2013;69.9386;76.23;106.23;86.57;26.33;122.5;63.98;37.88;24.2;163.71;79.44;188.42;22.52;93.01;54.29;39.65;96.45;118.67;48.43;32.23;32.905;29.27;81.66;81.94;73.35;106.8;44.8075;49.15;76.86;89.4;15451.01
14/08/2013;71.2143;75.88;104.16;85.82;26.37;122.05;63.96;37.75;24.07;163.34;77.44;187.53;22.57;90.7;54.15;39.53;96.11;117.62;48.57;32.35;32.175;29.03;81.25;82.18;72.49;105.06;44.5875;48.89;76.4;88.95;15337.66
15/08/2013;71.1571;74.88;102.73;85.86;24.49;120.25;62.38;37.15;24;160.75;75.14;185.79;22.03;89.55;53.29;39.09;95.39;115.85;47.97;31.79;31.745;28.8;80.48;81.07;71.4;102.99;43.4825;48.54;74.41;88.16;15112.19
16/08/2013;71.7614;75.17;103.47;85.16;24.26;119.88;62.17;36.89;23.95;160.66;75.38;185.34;21.9;89.37;53.29;39.05;95.03;115.9;47.7;31.8;31.825;28.37;79.9;81.1;71.43;103.08;43.2825;47.71;74.11;87.91;15081.47
19/08/2013;72.5343;74.34;104.72;84.2;24.27;118.66;61.83;36.63;23.85;158.63;75.21;184.23;22.28;90.45;51.83;38.78;95.48;115.61;47.58;31.41;32.355;28.46;79.59;80.23;71.71;102.63;43.745;47.5;73.58;86.92;15010.74
20/08/2013;71.5814;74.27;104.63;83.86;24.32;118.29;61.88;36.95;23.72;159.56;74.29;184.56;22.52;89.73;52.12;38.65;95.5;115.42;47.56;31.62;32.315;28.53;79.53;80.27;72.46;102.4;43.305;47.91;73.23;86.83;15002.99
21/08/2013;71.7757;73.44;103.91;82.94;24.07;117.7;61.14;37.14;23.61;157.11;73.73;184.86;22.17;88.8;51.63;38.28;95.11;113.42;47.46;31.61;32.065;28.24;79.38;79.42;71.85;101.7;44.5975;47.27;73.55;86.42;14897.55
22/08/2013;71.8514;73.86;105.14;84.17;24.01;118.29;61.64;37.19;23.78;159.41;74;185.19;22.27;88.26;52.21;38.31;95.46;114.67;47.81;32.39;32.43;28.16;79.77;80.55;71.97;102.96;44.73;47.02;73.46;86.98;14963.74
23/08/2013;71.5743;73.65;105.48;83.89;23.86;119.53;61.73;38.74;23.78;158.65;73.89;185.42;22.44;88.41;52.32;38.52;95.13;114.4;47.73;34.77;32.105;28.34;80.01;80.19;72.54;102.8;44.775;47.61;73.44;87.52;15010.51
26/08/2013;71.8529;73.61;105.53;83.56;23.83;118.84;61.35;38.65;23.61;157.9;75.43;184.74;22.28;87.53;51.8;38.12;95.31;114.33;47.62;34.15;31.96;28.02;78.54;80.12;72.38;102.3;43.75;46.94;73.03;87.09;14946.46
27/08/2013;69.7314;71.91;103.21;82.7;23.47;118.81;60.69;37.56;23.18;153.23;74.12;182.74;22.17;86.17;50.6;38.15;94.84;112.73;47.11;33.25;31.405;27.99;77.97;79.74;71.52;99.94;43.5425;46.95;72.86;86.82;14776.13
28/08/2013;70.0957;72.01;103.27;82.45;23.44;121.81;60.81;37.45;23.2;152.97;75.03;182.16;22.28;86.53;50.58;38.35;96.08;113;47.09;33.02;31.685;28.21;76.85;79.89;71.54;99.98;43.8025;46.56;72.38;88.84;14824.51
29/08/2013;70.2471;72.22;104.93;82.53;23.45;120.37;61.08;37.52;23.11;153.63;75.05;182.64;22.06;86.57;50.7;38.1;94.86;113.32;47.1;33.55;31.74;28.1;77.31;80.25;72.44;100.46;43.8425;47.82;72.43;87.27;14840.95
30/08/2013;69.5786;71.91;103.92;82.54;23.31;120.43;60.83;37.4;23.14;152.13;74.49;182.27;21.98;86.41;50.53;38.18;94.36;113.58;47.29;33.4;31.41;28.21;77.89;79.9;71.74;100.1;43.605;47.38;72.98;87.16;14810.31
02/09/2013;69.5786;71.91;103.92;82.54;23.31;120.43;60.83;37.4;23.14;152.13;74.49;182.27;21.98;86.41;50.53;38.18;94.36;113.58;47.29;33.4;31.41;28.21;77.89;79.9;71.74;100.1;43.605;47.38;72.98;87.16;14810.31
03/09/2013;69.7971;72.43;105.01;82.51;23.48;120.55;60.93;37.44;23.06;154.76;73.9;183.96;22.07;86.42;51.13;37.9;94.52;113.22;47.21;31.88;32.145;28.01;77.75;80.57;72.56;102.66;44.255;46.01;72.68;87.15;14833.96
04/09/2013;71.2514;73.14;106.37;83.54;23.77;120.86;61.11;37.78;23.17;155.74;74.14;183.13;22.64;86.9;51.87;38.54;95.16;114.55;47.68;31.18;32.565;28.37;77.49;81.07;73.35;103.36;44.0475;46.78;72.91;87.76;14930.87
05/09/2013;70.7529;73.8;106.65;82.95;23.69;121.37;61.3;38.41;23.16;156.17;72.99;184.15;22.61;87.04;52.11;38.24;95.66;114.87;47.51;31.24;32.69;28.27;77.14;80.66;74.04;103.68;44.0525;46.64;72.67;87.35;14937.48
06/09/2013;71.1743;73.35;106.07;83.39;23.55;121.21;61.39;38.56;23.16;156.66;72.7;183.03;22.67;87.16;52.56;38.35;96.26;115.04;47.49;31.16;32.49;28.28;77.15;80.49;74.06;103.23;44.1675;46.34;72.59;87.25;14922.5
09/09/2013;72.3114;73.66;107.19;85.59;23.93;122.22;61.59;38.81;23.39;159.49;73.58;184.98;22.92;87.56;52.86;38.52;96.45;116.74;47.74;31.65;32.7;28.3;78.16;82.19;74.25;104.48;44.6375;45.91;73.51;88.04;15063.12
10/09/2013;70.6643;74.6;108.17;86.61;24.15;123.01;62.83;39.98;23.87;165.14;74.6;186.6;22.99;88.53;53.67;38.63;96.89;117.59;47.98;32.38;33.41;28.45;77.95;82.54;74.63;106.26;46.1475;46.47;73.96;87.82;15191.06
11/09/2013;66.8329;75.18;109.23;87.13;24.38;123.92;63.94;39.85;24.09;165.06;75.04;190.7;22.83;89.23;53.26;38.78;97.46;118.71;48.14;32.75;33.795;28.67;78.27;83.73;75.18;107.83;46.5775;46.52;74.05;88.84;15326.6
12/09/2013;67.5271;75.29;109.8;86.84;24.29;123.89;65.49;38.86;23.85;163.35;75.4;190.73;22.65;89.01;52.24;38.44;97.18;118.2;47.85;32.71;34.04;28.31;78.26;83.12;74.74;107.83;46.265;47.35;73.91;87.98;15300.64
13/09/2013;66.4143;75.3;111.33;87.01;24.32;124.14;66.69;39.87;23.78;164;75.11;192.17;23.44;88.57;52.59;38.69;97.35;118.6;47.79;32.98;33.955;28.51;79.05;83.56;74.48;108.39;47.25;47.76;74.36;88.4;15376.06
16/09/2013;64.3029;75.6;115.67;87.18;24.38;124.08;66.94;39.8;24.14;167.03;75.54;193.15;23.39;89.03;53.14;38.86;97.71;119.23;48.19;32.79;34.095;28.71;80.16;84.57;75.12;109.7;47.345;48.3;74.78;88.67;15494.78
17/09/2013;65.0257;76.92;117.11;87.07;24.37;124.34;66.98;39.71;24.45;167.42;75.8;192.16;23.74;89.06;53.09;38.79;97.92;119.93;48.01;32.93;34.16;28.64;79.83;84.87;74.31;110.39;47.9;48.57;75.15;88.94;15529.73
18/09/2013;66.3786;77.64;118.4;87.84;24.8;125.84;67.11;40.86;24.86;168.06;77.37;194.42;23.91;89.91;53.41;39.59;98.71;121.29;48.43;33.33;34.74;29.04;80.34;85.91;73.04;111.01;48.3825;48.72;76.42;89.58;15676.94
19/09/2013;67.4714;77.57;119.04;87.75;24.61;125.44;65.72;40.61;24.46;167.78;78.51;193.39;23.93;90.07;52.75;39.31;97.92;121.57;48.26;33.63;34.75;28.84;80.12;86.9;70.84;112;48.6775;48.51;76.21;89.28;15636.55
20/09/2013;66.7114;77.32;116.63;84.75;24.5;124.92;65.01;39.7;24.01;169.75;77;190.02;23.79;89.68;52.8;39.4;96.9;120.01;48.01;32.7;34.685;28.97;79.39;86.06;70.57;109.58;49.7075;47.78;75.83;88.66;15451.09
